2022-03-08T14-40-56,06360,Walgreens Store #02976,03/02/2022 12:00:00 AM,03/04/2022 12:00:00 AM,20,3,03/08/2022 12:00:00 AM
2022-03-08T14-40-56,06360,CVS Store #01027,03/03/2022 12:00:00 AM,03/07/2022 12:00:00 AM,20,,
2022-03-16T18-51-35,06360,Walgreens Store #02976,NLP,NLP,NLP,3,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,06360,PhysicianOne UrgCare/Norwich,NLP,NLP,NLP,10,03/05/2022 12:00:00 AM
2022-03-18T09-58-11,06360,Walgreens Store #02976,NLP,NLP,NLP,3,03/15/2022 12:00:00 AM
2022-03-18T11-03-37,06360,Walgreens Store #02976,NLP,NLP,NLP,3,03/15/2022 12:00:00 AM
2022-03-18T11-17-38,06360,PhysicianOne UrgCare/Norwich,NLP,NLP,NLP,10,03/17/2022 12:00:00 AM
2022-03-18T11-17-38,06360,Walgreens Store #02976,NLP,NLP,NLP,3,03/17/2022 12:00:00 AM
2022-03-18T15-22-50,06360,PhysicianOne UrgCare/Norwich,NLP,NLP,NLP,10,03/17/2022 12:00:00 AM
2022-03-18T15-22-50,06360,Walgreens Store #02976,NLP,NLP,NLP,3,03/17/2022 12:00:00 AM
2022-03-19T08-15-59,06360,Walgreens Store #02976,NLP,NLP,NLP,3,03/18/2022 12:00:00 AM
2022-03-19T08-15-59,06360,PhysicianOne UrgCare/Norwich,NLP,NLP,NLP,10,03/17/2022 12:00:00 AM
2022-03-19T11-58-02,06360,PhysicianOne UrgCare/Norwich,NLP,NLP,NLP,10,03/17/2022 12:00:00 AM
2022-03-19T11-58-02,06360,Walgreens Store #02976,NLP,NLP,NLP,3,03/18/2022 12:00:00 AM
