2022-01-03T16-32-58,27910,DRUGCO DISCOUNT PHARMACY,12/27/2021 12:00:00 AM,,0,,
2022-01-28T09-28-02,27910,DRUGCO DISCOUNT PHARMACY - Ahoskie,01/27/2022 12:00:00 AM,,20,5,01/27/2022 12:00:00 AM
2022-01-28T13-55-27,27910,DRUGCO DISCOUNT PHARMACY - Ahoskie,01/27/2022 12:00:00 AM,,20,5,01/27/2022 12:00:00 AM
2022-01-28T14-38-48,27910,DRUGCO DISCOUNT PHARMACY - Ahoskie,01/27/2022 12:00:00 AM,,20,5,01/27/2022 12:00:00 AM
2022-01-28T15-43-02,27910,DRUGCO DISCOUNT PHARMACY - Ahoskie,01/27/2022 12:00:00 AM,,20,5,01/27/2022 12:00:00 AM
2022-01-28T17-11-19,27910,DRUGCO DISCOUNT PHARMACY - Ahoskie,01/27/2022 12:00:00 AM,,20,5,01/28/2022 12:00:00 AM
2022-02-01T09-23-15,27910,DRUGCO DISCOUNT PHARMACY - Ahoskie,01/27/2022 12:00:00 AM,,40,5,01/31/2022 12:00:00 AM
2022-02-02T09-09-05,27910,DRUGCO DISCOUNT PHARMACY - Ahoskie,01/27/2022 12:00:00 AM,,20,5,02/01/2022 12:00:00 AM
2022-02-04T09-14-55,27910,DRUGCO DISCOUNT PHARMACY - Ahoskie,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,20,25,02/03/2022 12:00:00 AM
2022-02-07T09-54-34,27910,DRUGCO DISCOUNT PHARMACY - Ahoskie,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,20,25,02/04/2022 12:00:00 AM
2022-02-09T09-41-46,27910,DRUGCO DISCOUNT PHARMACY - Ahoskie,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,20,25,02/08/2022 12:00:00 AM
2022-02-10T21-04-53,27910,DRUGCO DISCOUNT PHARMACY - Ahoskie,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,20,25,02/10/2022 12:00:00 AM
2022-02-14T09-23-55,27910,DRUGCO DISCOUNT PHARMACY - Ahoskie,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,20,25,02/11/2022 12:00:00 AM
2022-02-15T10-17-36,27910,DRUGCO DISCOUNT PHARMACY - Ahoskie,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,20,25,02/11/2022 12:00:00 AM
2022-02-16T08-11-48,27910,DRUGCO DISCOUNT PHARMACY - Ahoskie,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,20,25,02/14/2022 12:00:00 AM
2022-02-16T08-23-53,27910,Roanoke Chowan Comm Health Center,02/08/2022 12:00:00 AM,02/14/2022 12:00:00 AM,20,20,02/15/2022 12:00:00 AM
2022-02-16T08-23-53,27910,DRUGCO DISCOUNT PHARMACY - Ahoskie,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,20,25,02/14/2022 12:00:00 AM
2022-02-16T18-37-01,27910,Roanoke Chowan Comm Health Center,02/08/2022 12:00:00 AM,02/14/2022 12:00:00 AM,20,20,02/16/2022 12:00:00 AM
2022-02-16T18-37-01,27910,DRUGCO DISCOUNT PHARMACY - Ahoskie,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,20,25,02/14/2022 12:00:00 AM
2022-02-18T15-54-16,27910,DRUGCO DISCOUNT PHARMACY - Ahoskie,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,20,25,02/17/2022 12:00:00 AM
2022-02-18T15-54-16,27910,Roanoke Chowan Comm Health Center,02/08/2022 12:00:00 AM,02/14/2022 12:00:00 AM,20,20,02/16/2022 12:00:00 AM
2022-02-18T16-04-21,27910,DRUGCO DISCOUNT PHARMACY - Ahoskie,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,20,25,02/17/2022 12:00:00 AM
2022-02-18T16-04-21,27910,Roanoke Chowan Comm Health Center,02/08/2022 12:00:00 AM,02/14/2022 12:00:00 AM,20,19,02/17/2022 12:00:00 AM
2022-02-22T09-09-37,27910,Roanoke Chowan Comm Health Center,02/08/2022 12:00:00 AM,02/14/2022 12:00:00 AM,20,19,02/17/2022 12:00:00 AM
2022-02-22T09-09-37,27910,DRUGCO DISCOUNT PHARMACY - Ahoskie,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,20,25,02/21/2022 12:00:00 AM
2022-02-24T09-51-18,27910,Roanoke Chowan Comm Health Center,02/08/2022 12:00:00 AM,02/14/2022 12:00:00 AM,20,19,02/22/2022 12:00:00 AM
2022-02-24T09-51-18,27910,DRUGCO DISCOUNT PHARMACY - Ahoskie,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,20,25,02/22/2022 12:00:00 AM
2022-03-03T09-56-49,27910,DRUGCO DISCOUNT PHARMACY - Ahoskie,02/25/2022 12:00:00 AM,02/01/2022 12:00:00 AM,40,25,02/28/2022 12:00:00 AM
2022-03-03T09-56-49,27910,Roanoke Chowan Comm Health Center,02/08/2022 12:00:00 AM,02/14/2022 12:00:00 AM,20,19,02/28/2022 12:00:00 AM
2022-03-03T10-04-44,27910,Roanoke Chowan Comm Health Center,02/08/2022 12:00:00 AM,02/14/2022 12:00:00 AM,20,19,03/02/2022 12:00:00 AM
2022-03-03T10-04-44,27910,DRUGCO DISCOUNT PHARMACY - Ahoskie,02/25/2022 12:00:00 AM,02/01/2022 12:00:00 AM,40,45,03/02/2022 12:00:00 AM
2022-03-08T14-40-56,27910,Roanoke Chowan Comm Health Center,02/08/2022 12:00:00 AM,02/14/2022 12:00:00 AM,20,19,03/08/2022 12:00:00 AM
2022-03-08T14-40-56,27910,DRUGCO DISCOUNT PHARMACY - Ahoskie,02/25/2022 12:00:00 AM,02/01/2022 12:00:00 AM,40,45,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,27910,Roanoke Chowan Comm Health Center,NLP,NLP,NLP,19,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,27910,DRUGCO DISCOUNT PHARMACY - Ahoskie,NLP,NLP,NLP,45,03/11/2022 12:00:00 AM
2022-03-18T09-58-11,27910,DRUGCO DISCOUNT PHARMACY - Ahoskie,NLP,NLP,NLP,45,03/15/2022 12:00:00 AM
2022-03-18T09-58-11,27910,Roanoke Chowan Comm Health Center,NLP,NLP,NLP,19,03/11/2022 12:00:00 AM
2022-03-18T11-03-37,27910,DRUGCO DISCOUNT PHARMACY - Ahoskie,NLP,NLP,NLP,45,03/15/2022 12:00:00 AM
2022-03-18T11-03-37,27910,Roanoke Chowan Comm Health Center,NLP,NLP,NLP,19,03/11/2022 12:00:00 AM
2022-03-18T11-17-38,27910,DRUGCO DISCOUNT PHARMACY - Ahoskie,NLP,NLP,NLP,45,03/16/2022 12:00:00 AM
2022-03-18T11-17-38,27910,Roanoke Chowan Comm Health Center,NLP,NLP,NLP,19,03/16/2022 12:00:00 AM
2022-03-18T15-22-50,27910,DRUGCO DISCOUNT PHARMACY - Ahoskie,NLP,NLP,NLP,45,03/16/2022 12:00:00 AM
2022-03-18T15-22-50,27910,Roanoke Chowan Comm Health Center,NLP,NLP,NLP,19,03/16/2022 12:00:00 AM
2022-03-19T08-15-59,27910,DRUGCO DISCOUNT PHARMACY - Ahoskie,NLP,NLP,NLP,45,03/16/2022 12:00:00 AM
