2022-02-16T08-23-53,93274,ADVENTIST HEALTH TULARE,02/11/2022 12:00:00 AM,02/11/2022 12:00:00 AM,40,20,02/15/2022 12:00:00 AM
2022-02-16T18-37-01,93274,ADVENTIST HEALTH TULARE,02/11/2022 12:00:00 AM,02/15/2022 12:00:00 AM,40,20,02/15/2022 12:00:00 AM
2022-02-18T15-54-16,93274,ADVENTIST HEALTH TULARE,02/11/2022 12:00:00 AM,02/15/2022 12:00:00 AM,40,20,02/15/2022 12:00:00 AM
2022-02-18T16-04-21,93274,ADVENTIST HEALTH TULARE,02/11/2022 12:00:00 AM,02/15/2022 12:00:00 AM,40,20,02/15/2022 12:00:00 AM
2022-02-22T09-09-37,93274,ADVENTIST HEALTH TULARE,02/11/2022 12:00:00 AM,02/15/2022 12:00:00 AM,40,20,02/15/2022 12:00:00 AM
2022-02-24T09-51-18,93274,ADVENTIST HEALTH TULARE,02/11/2022 12:00:00 AM,02/15/2022 12:00:00 AM,40,40,02/22/2022 12:00:00 AM
2022-03-03T09-56-49,93274,ADVENTIST HEALTH TULARE,02/11/2022 12:00:00 AM,02/15/2022 12:00:00 AM,40,40,02/28/2022 12:00:00 AM
2022-03-03T10-04-44,93274,ADVENTIST HEALTH TULARE,02/11/2022 12:00:00 AM,02/15/2022 12:00:00 AM,40,40,02/28/2022 12:00:00 AM
2022-03-08T14-40-56,93274,ADVENTIST HEALTH TULARE,02/11/2022 12:00:00 AM,02/15/2022 12:00:00 AM,40,40,03/07/2022 12:00:00 AM
2022-03-16T18-51-35,93274,ADVENTIST HEALTH TULARE,NLP,NLP,NLP,40,03/09/2022 12:00:00 AM
2022-03-18T09-58-11,93274,ADVENTIST HEALTH TULARE,NLP,NLP,NLP,40,03/15/2022 12:00:00 AM
2022-03-18T11-03-37,93274,ADVENTIST HEALTH TULARE,NLP,NLP,NLP,40,03/15/2022 12:00:00 AM
2022-03-18T11-17-38,93274,ADVENTIST HEALTH TULARE,NLP,NLP,NLP,40,03/17/2022 12:00:00 AM
2022-03-18T15-22-50,93274,ADVENTIST HEALTH TULARE,NLP,NLP,NLP,40,03/17/2022 12:00:00 AM
2022-03-19T08-15-59,93274,ADVENTIST HEALTH TULARE,NLP,NLP,NLP,40,03/17/2022 12:00:00 AM
2022-03-19T11-58-02,93274,ADVENTIST HEALTH TULARE,NLP,NLP,NLP,40,03/17/2022 12:00:00 AM
2022-03-20T06-05-37,93274,ADVENTIST HEALTH TULARE,NLP,NLP,NLP,40,03/17/2022 12:00:00 AM
2022-03-21T06-11-50,93274,ADVENTIST HEALTH TULARE,NLP,NLP,NLP,40,03/17/2022 12:00:00 AM
2022-03-21T14-18-38,93274,ADVENTIST HEALTH TULARE,NLP,NLP,NLP,40,03/17/2022 12:00:00 AM
2022-03-21T16-35-27,93274,ADVENTIST HEALTH TULARE,NLP,NLP,NLP,40,03/21/2022 12:00:00 AM
2022-03-22T09-16-18,93274,ADVENTIST HEALTH TULARE,NLP,NLP,NLP,40,03/21/2022 12:00:00 AM
2022-03-23T08-41-43,93274,CVS Store #00912,NLP,NLP,NLP,20,03/22/2022 12:00:00 AM
2022-03-23T08-41-43,93274,ADVENTIST HEALTH TULARE,NLP,NLP,NLP,40,03/21/2022 12:00:00 AM
2022-03-23T08-41-43,93274,CVS Store #05551,NLP,NLP,NLP,20,03/22/2022 12:00:00 AM
2022-03-24T07-49-11,93274,CVS Store #00912,NLP,NLP,NLP,20,03/22/2022 12:00:00 AM
2022-03-24T07-49-11,93274,ADVENTIST HEALTH TULARE,NLP,NLP,NLP,40,03/21/2022 12:00:00 AM
2022-03-24T07-49-11,93274,CVS Store #05551,NLP,NLP,NLP,20,03/22/2022 12:00:00 AM
2022-03-24T13-46-29,93274,CVS Store #05551,NLP,NLP,NLP,20,03/24/2022 12:00:00 AM
2022-03-24T13-46-29,93274,CVS Store #09176,NLP,NLP,NLP,20,03/24/2022 12:00:00 AM
2022-03-24T13-46-29,93274,CVS Store #00912,NLP,NLP,NLP,20,03/24/2022 12:00:00 AM
2022-03-24T13-46-29,93274,ADVENTIST HEALTH TULARE,NLP,NLP,NLP,40,03/23/2022 12:00:00 AM
2022-03-25T08-10-53,93274,CVS Store #00912,NLP,NLP,NLP,20,03/24/2022 12:00:00 AM
2022-03-25T08-10-53,93274,CVS Store #09176,NLP,NLP,NLP,20,03/24/2022 12:00:00 AM
2022-03-25T08-10-53,93274,CVS Store #05551,NLP,NLP,NLP,20,03/24/2022 12:00:00 AM
2022-03-25T08-10-53,93274,ADVENTIST HEALTH TULARE,NLP,NLP,NLP,40,03/25/2022 12:00:00 AM
2022-03-26T06-57-27,93274,ADVENTIST HEALTH TULARE,NLP,NLP,NLP,40,03/25/2022 12:00:00 AM
2022-03-26T06-57-27,93274,CVS Store #09176,NLP,NLP,NLP,20,03/25/2022 12:00:00 AM
2022-03-26T06-57-27,93274,CVS Store #05551,NLP,NLP,NLP,20,03/25/2022 12:00:00 AM
2022-03-26T06-57-27,93274,CVS Store #00912,NLP,NLP,NLP,20,03/25/2022 12:00:00 AM
2022-03-26T12-42-50,93274,ADVENTIST HEALTH TULARE,NLP,NLP,NLP,40,03/25/2022 12:00:00 AM
2022-03-26T12-42-50,93274,CVS Store #05551,NLP,NLP,NLP,20,03/25/2022 12:00:00 AM
2022-03-26T12-42-50,93274,CVS Store #00912,NLP,NLP,NLP,20,03/25/2022 12:00:00 AM
