2022-01-14T15-37-26,67214,GraceMed Helen Galloway Family Clin,01/10/2022 12:00:00 AM,,40,,
2022-01-19T08-05-28,67214,GraceMed Helen Galloway Family Clin,01/10/2022 12:00:00 AM,,40,,
2022-01-21T18-08-01,67214,GraceMed Helen Galloway Family Clin,01/10/2022 12:00:00 AM,01/18/2022 12:00:00 AM,40,40,01/18/2022 12:00:00 AM
2022-01-24T09-15-30,67214,GraceMed Helen Galloway Family Clin,01/10/2022 12:00:00 AM,01/18/2022 12:00:00 AM,40,40,01/20/2022 12:00:00 AM
2022-01-25T09-23-26,67214,GraceMed Helen Galloway Family Clin,01/10/2022 12:00:00 AM,01/18/2022 12:00:00 AM,80,38,01/24/2022 12:00:00 AM
2022-01-26T07-35-52,67214,GraceMed Helen Galloway Family Clin,01/10/2022 12:00:00 AM,01/18/2022 12:00:00 AM,80,38,01/24/2022 12:00:00 AM
2022-01-27T14-49-32,67214,GraceMed Helen Galloway Family Clin,01/10/2022 12:00:00 AM,01/18/2022 12:00:00 AM,80,38,01/25/2022 12:00:00 AM
2022-01-28T09-28-02,67214,GraceMed Helen Galloway Family Clin,01/25/2022 12:00:00 AM,01/18/2022 12:00:00 AM,120,37,01/26/2022 12:00:00 AM
2022-01-28T13-55-27,67214,GraceMed Helen Galloway Family Clin,01/25/2022 12:00:00 AM,01/18/2022 12:00:00 AM,120,37,01/26/2022 12:00:00 AM
2022-01-28T14-38-48,67214,GraceMed Helen Galloway Family Clin,01/25/2022 12:00:00 AM,01/18/2022 12:00:00 AM,120,37,01/26/2022 12:00:00 AM
2022-01-28T15-43-02,67214,GraceMed Helen Galloway Family Clin,01/25/2022 12:00:00 AM,01/18/2022 12:00:00 AM,120,37,01/26/2022 12:00:00 AM
2022-01-28T17-11-19,67214,GraceMed Helen Galloway Family Clin,01/25/2022 12:00:00 AM,01/18/2022 12:00:00 AM,120,77,01/28/2022 12:00:00 AM
2022-02-01T09-23-15,67214,GraceMed Helen Galloway Family Clin,01/25/2022 12:00:00 AM,01/28/2022 12:00:00 AM,160,77,01/28/2022 12:00:00 AM
2022-02-02T09-09-05,67214,GraceMed Helen Galloway Family Clin,01/25/2022 12:00:00 AM,01/28/2022 12:00:00 AM,80,77,01/31/2022 12:00:00 AM
2022-02-04T09-14-55,67214,GraceMed Helen Galloway Family Clin,01/25/2022 12:00:00 AM,01/28/2022 12:00:00 AM,80,77,02/02/2022 12:00:00 AM
2022-02-07T09-54-34,67214,GraceMed Helen Galloway Family Clin,01/25/2022 12:00:00 AM,01/28/2022 12:00:00 AM,80,77,02/03/2022 12:00:00 AM
2022-02-09T09-41-46,67214,GraceMed Helen Galloway Family Clin,01/25/2022 12:00:00 AM,01/28/2022 12:00:00 AM,80,77,02/07/2022 12:00:00 AM
2022-02-10T21-04-53,67214,GraceMed Helen Galloway Family Clin,01/25/2022 12:00:00 AM,01/28/2022 12:00:00 AM,80,77,02/09/2022 12:00:00 AM
2022-02-14T09-23-55,67214,GraceMed Helen Galloway Family Clin,01/25/2022 12:00:00 AM,01/28/2022 12:00:00 AM,80,76,02/10/2022 12:00:00 AM
2022-02-15T10-17-36,67214,GraceMed Helen Galloway Family Clin,01/25/2022 12:00:00 AM,01/28/2022 12:00:00 AM,80,76,02/10/2022 12:00:00 AM
2022-02-16T08-11-48,67214,GraceMed Helen Galloway Family Clin,01/25/2022 12:00:00 AM,01/28/2022 12:00:00 AM,80,76,02/11/2022 12:00:00 AM
2022-02-16T08-23-53,67214,GraceMed Helen Galloway Family Clin,01/25/2022 12:00:00 AM,01/28/2022 12:00:00 AM,80,76,02/14/2022 12:00:00 AM
2022-02-16T18-37-01,67214,GraceMed Helen Galloway Family Clin,01/25/2022 12:00:00 AM,01/28/2022 12:00:00 AM,80,76,02/15/2022 12:00:00 AM
2022-02-18T15-54-16,67214,GraceMed Helen Galloway Family Clin,01/25/2022 12:00:00 AM,01/28/2022 12:00:00 AM,80,76,02/16/2022 12:00:00 AM
2022-02-18T16-04-21,67214,GraceMed Helen Galloway Family Clin,01/25/2022 12:00:00 AM,01/28/2022 12:00:00 AM,80,76,02/17/2022 12:00:00 AM
2022-02-22T09-09-37,67214,GraceMed Helen Galloway Family Clin,01/25/2022 12:00:00 AM,01/28/2022 12:00:00 AM,80,76,02/18/2022 12:00:00 AM
2022-02-24T09-51-18,67214,GraceMed Helen Galloway Family Clin,01/25/2022 12:00:00 AM,01/28/2022 12:00:00 AM,80,76,02/21/2022 12:00:00 AM
2022-03-03T09-56-49,67214,HealthCore Clinic,02/28/2022 12:00:00 AM,,20,,
2022-03-03T09-56-49,67214,GraceMed Helen Galloway Family Clin,01/25/2022 12:00:00 AM,01/28/2022 12:00:00 AM,80,76,02/28/2022 12:00:00 AM
2022-03-03T10-04-44,67214,GraceMed Helen Galloway Family Clin,01/25/2022 12:00:00 AM,01/28/2022 12:00:00 AM,80,76,03/02/2022 12:00:00 AM
2022-03-03T10-04-44,67214,HUNTER HEALTH CENTER,03/01/2022 12:00:00 AM,,20,,
2022-03-03T10-04-44,67214,HealthCore Clinic,02/28/2022 12:00:00 AM,,20,,
2022-03-08T14-40-56,67214,HUNTER HEALTH CENTER,03/01/2022 12:00:00 AM,03/03/2022 12:00:00 AM,20,20,03/07/2022 12:00:00 AM
2022-03-08T14-40-56,67214,GraceMed Helen Galloway Family Clin,01/25/2022 12:00:00 AM,01/28/2022 12:00:00 AM,80,76,03/07/2022 12:00:00 AM
2022-03-08T14-40-56,67214,HealthCore Clinic,02/28/2022 12:00:00 AM,03/02/2022 12:00:00 AM,20,20,03/04/2022 12:00:00 AM
