2022-05-17T05-27-38,71109,Walgreens Store #05181,NLP,NLP,NLP,19,05/16/2022 12:00:00 AM
2022-05-18T05-40-23,71109,WALGREENS STORE #05181,NLP,NLP,NLP,59,05/17/2022 12:00:00 AM
2022-05-19T05-25-31,71109,WALGREENS STORE #05181,NLP,NLP,NLP,59,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,71109,WALGREENS STORE #05181,NLP,NLP,NLP,59,05/18/2022 12:00:00 AM
2022-05-21T05-54-21,71109,WALGREENS STORE #05181,NLP,NLP,NLP,59,05/19/2022 12:00:00 AM
2022-05-22T09-07-10,71109,WALGREENS STORE #05181,NLP,NLP,NLP,59,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,71109,WALGREENS STORE #05181,NLP,NLP,NLP,59,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,71109,WALGREENS STORE #05181,NLP,NLP,NLP,59,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,71109,WALGREENS STORE #05181,NLP,NLP,NLP,59,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,71109,WALGREENS STORE #05181,NLP,NLP,NLP,59,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,71109,WALGREENS STORE #05181,NLP,NLP,NLP,59,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,71109,WALGREENS STORE #05181,NLP,NLP,NLP,59,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,71109,WALGREENS STORE #05181,NLP,NLP,NLP,59,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,71109,WALGREENS STORE #05181,NLP,NLP,NLP,59,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,71109,WALGREENS STORE #05181,NLP,NLP,NLP,59,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,71109,WALGREENS STORE #05181,NLP,NLP,NLP,59,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,71109,WALGREENS STORE #05181,NLP,NLP,NLP,59,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,71109,WALGREENS STORE #05181,NLP,NLP,NLP,59,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,71109,WALGREENS STORE #05181,NLP,NLP,NLP,59,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,71109,WALGREENS STORE #05181,NLP,NLP,NLP,59,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,71109,WALGREENS STORE #05181,NLP,NLP,NLP,59,05/19/2022 12:00:00 AM
