2022-05-17T05-27-38,85012,Walgreens Store #03464,NLP,NLP,NLP,24,05/16/2022 12:00:00 AM
2022-05-18T05-40-23,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/17/2022 12:00:00 AM
2022-05-19T05-25-31,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/18/2022 12:00:00 AM
2022-05-21T05-54-21,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/19/2022 12:00:00 AM
2022-05-22T09-07-10,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/19/2022 12:00:00 AM
2022-05-24T05-46-03,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85012,WALGREENS STORE #03464,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
