2022-04-08T05-48-29,48026,Meijer Store 145,NLP,NLP,NLP,39,04/07/2022 12:00:00 AM
2022-04-08T05-48-29,48026,CVS Store #08091,NLP,NLP,NLP,,
2022-04-09T05-41-09,48026,Meijer Store 145,NLP,NLP,NLP,39,04/08/2022 12:00:00 AM
2022-04-09T05-41-09,48026,CVS Store #08091,NLP,NLP,NLP,,
2022-04-10T09-31-27,48026,Meijer Store 145,NLP,NLP,NLP,39,04/08/2022 12:00:00 AM
2022-04-10T09-31-27,48026,CVS Store #08091,NLP,NLP,NLP,,
2022-04-11T07-06-23,48026,Meijer Store 145,NLP,NLP,NLP,39,04/10/2022 12:00:00 AM
2022-04-11T07-06-23,48026,CVS Store #08091,NLP,NLP,NLP,,
2022-04-12T07-06-55,48026,Meijer Store 145,NLP,NLP,NLP,39,04/11/2022 12:00:00 AM
2022-04-12T07-06-55,48026,CVS Store #08091,NLP,NLP,NLP,,
2022-04-13T09-20-57,48026,Meijer Store 145,NLP,NLP,NLP,39,04/12/2022 12:00:00 AM
2022-04-13T09-20-57,48026,CVS Store #08091,NLP,NLP,NLP,24,04/12/2022 12:00:00 AM
2022-04-13T11-55-39,48026,Meijer Store 145,NLP,NLP,NLP,39,04/13/2022 12:00:00 AM
2022-04-13T11-55-39,48026,CVS Store #08091,NLP,NLP,NLP,24,04/12/2022 12:00:00 AM
2022-04-14T09-18-06,48026,CVS Store #08091,NLP,NLP,NLP,24,04/13/2022 12:00:00 AM
2022-04-14T09-18-06,48026,Meijer Store 145,NLP,NLP,NLP,39,04/13/2022 12:00:00 AM
2022-04-15T06-03-51,48026,Meijer Store 145,NLP,NLP,NLP,39,04/14/2022 12:00:00 AM
2022-04-15T06-03-51,48026,CVS Store #08091,NLP,NLP,NLP,24,04/14/2022 12:00:00 AM
2022-04-16T05-33-42,48026,CVS Store #08091,NLP,NLP,NLP,24,04/15/2022 12:00:00 AM
2022-04-16T05-33-42,48026,Meijer Store 145,NLP,NLP,NLP,39,04/15/2022 12:00:00 AM
2022-04-17T05-32-24,48026,Meijer Store 145,NLP,NLP,NLP,39,04/15/2022 12:00:00 AM
2022-04-17T05-32-24,48026,CVS Store #08091,NLP,NLP,NLP,24,04/15/2022 12:00:00 AM
2022-04-18T05-31-10,48026,CVS Store #08091,NLP,NLP,NLP,24,04/15/2022 12:00:00 AM
2022-04-18T05-31-10,48026,Meijer Store 145,NLP,NLP,NLP,39,04/17/2022 12:00:00 AM
2022-04-19T05-39-24,48026,CVS Store #08091,NLP,NLP,NLP,24,04/18/2022 12:00:00 AM
2022-04-19T05-39-24,48026,Meijer Store 145,NLP,NLP,NLP,39,04/18/2022 12:00:00 AM
2022-04-20T05-27-37,48026,CVS Store #08091,NLP,NLP,NLP,24,04/19/2022 12:00:00 AM
2022-04-20T05-27-37,48026,Meijer Store 145,NLP,NLP,NLP,39,04/19/2022 12:00:00 AM
2022-04-21T05-29-54,48026,Meijer Store 145,NLP,NLP,NLP,39,04/20/2022 12:00:00 AM
2022-04-21T05-29-54,48026,CVS Store #08091,NLP,NLP,NLP,24,04/20/2022 12:00:00 AM
2022-04-22T05-26-18,48026,CVS Store #08091,NLP,NLP,NLP,24,04/21/2022 12:00:00 AM
2022-04-22T05-26-18,48026,Meijer Store 145,NLP,NLP,NLP,39,04/21/2022 12:00:00 AM
2022-04-23T05-25-10,48026,Meijer Store 145,NLP,NLP,NLP,39,04/22/2022 12:00:00 AM
2022-04-23T05-25-10,48026,CVS Store #08091,NLP,NLP,NLP,24,04/22/2022 12:00:00 AM
2022-04-24T05-22-24,48026,Meijer Store 145,NLP,NLP,NLP,39,04/22/2022 12:00:00 AM
2022-04-24T05-22-24,48026,CVS Store #08091,NLP,NLP,NLP,24,04/22/2022 12:00:00 AM
2022-04-25T05-22-33,48026,Meijer Store 145,NLP,NLP,NLP,39,04/24/2022 12:00:00 AM
2022-04-25T05-22-33,48026,CVS Store #08091,NLP,NLP,NLP,24,04/22/2022 12:00:00 AM
2022-04-26T05-20-54,48026,CVS Store #08091,NLP,NLP,NLP,24,04/25/2022 12:00:00 AM
2022-04-26T05-20-54,48026,Meijer Store 145,NLP,NLP,NLP,39,04/25/2022 12:00:00 AM
2022-04-27T05-23-49,48026,CVS Store #08091,NLP,NLP,NLP,24,04/26/2022 12:00:00 AM
2022-04-27T05-23-49,48026,Meijer Store 145,NLP,NLP,NLP,39,04/26/2022 12:00:00 AM
2022-04-28T09-22-45,48026,Meijer Store 145,NLP,NLP,NLP,39,04/27/2022 12:00:00 AM
2022-04-28T09-22-45,48026,CVS Store #08091,NLP,NLP,NLP,24,04/26/2022 12:00:00 AM
2022-04-29T05-13-54,48026,Meijer Store 145,NLP,NLP,NLP,39,04/28/2022 12:00:00 AM
2022-04-29T05-13-54,48026,CVS Store #08091,NLP,NLP,NLP,24,04/28/2022 12:00:00 AM
2022-04-30T05-15-55,48026,Meijer Store 145,NLP,NLP,NLP,39,04/29/2022 12:00:00 AM
2022-04-30T05-15-55,48026,CVS Store #08091,NLP,NLP,NLP,24,04/29/2022 12:00:00 AM
2022-05-01T05-13-51,48026,Meijer Store 145,NLP,NLP,NLP,39,04/29/2022 12:00:00 AM
2022-05-01T05-13-51,48026,CVS Store #08091,NLP,NLP,NLP,24,04/29/2022 12:00:00 AM
2022-05-02T06-02-50,48026,Meijer Store 145,NLP,NLP,NLP,39,05/01/2022 12:00:00 AM
2022-05-02T06-02-50,48026,CVS Store #08091,NLP,NLP,NLP,24,04/29/2022 12:00:00 AM
2022-05-03T06-05-23,48026,Meijer Store 145,NLP,NLP,NLP,39,05/02/2022 12:00:00 AM
2022-05-03T06-05-23,48026,CVS Store #08091,NLP,NLP,NLP,24,05/02/2022 12:00:00 AM
2022-05-04T05-12-02,48026,Meijer Store 145,NLP,NLP,NLP,39,05/03/2022 12:00:00 AM
2022-05-04T05-12-02,48026,CVS Store #08091,NLP,NLP,NLP,24,05/03/2022 12:00:00 AM
2022-05-05T09-49-47,48026,Meijer Store 145,NLP,NLP,NLP,38,05/04/2022 12:00:00 AM
2022-05-05T09-49-47,48026,CVS Store #08091,NLP,NLP,NLP,24,05/04/2022 12:00:00 AM
2022-05-06T06-12-41,48026,Meijer Store 145,NLP,NLP,NLP,38,05/05/2022 12:00:00 AM
2022-05-06T06-12-41,48026,CVS Store #08091,NLP,NLP,NLP,24,05/05/2022 12:00:00 AM
2022-05-07T05-45-31,48026,Meijer Store 145,NLP,NLP,NLP,38,05/06/2022 12:00:00 AM
2022-05-07T05-45-31,48026,CVS Store #08091,NLP,NLP,NLP,24,05/06/2022 12:00:00 AM
2022-05-08T10-02-59,48026,Meijer Store 145,NLP,NLP,NLP,38,05/06/2022 12:00:00 AM
2022-05-08T10-02-59,48026,CVS Store #08091,NLP,NLP,NLP,24,05/06/2022 12:00:00 AM
2022-05-09T05-08-14,48026,Meijer Store 145,NLP,NLP,NLP,36,05/09/2022 12:00:00 AM
2022-05-09T05-08-14,48026,CVS Store #08091,NLP,NLP,NLP,24,05/06/2022 12:00:00 AM
2022-05-10T06-06-54,48026,Meijer Store 145,NLP,NLP,NLP,36,05/09/2022 12:00:00 AM
2022-05-10T06-06-54,48026,CVS Store #08091,NLP,NLP,NLP,24,05/09/2022 12:00:00 AM
2022-05-11T06-51-12,48026,Meijer Store 145,NLP,NLP,NLP,36,05/10/2022 12:00:00 AM
2022-05-11T06-51-12,48026,CVS Store #08091,NLP,NLP,NLP,24,05/10/2022 12:00:00 AM
2022-05-12T07-16-49,48026,Meijer Store 145,NLP,NLP,NLP,36,05/11/2022 12:00:00 AM
2022-05-12T07-16-49,48026,CVS Store #08091,NLP,NLP,NLP,24,05/11/2022 12:00:00 AM
2022-05-13T06-07-31,48026,Meijer Store 145,NLP,NLP,NLP,36,05/12/2022 12:00:00 AM
2022-05-13T06-07-31,48026,CVS Store #08091,NLP,NLP,NLP,24,05/12/2022 12:00:00 AM
2022-05-14T08-49-14,48026,Meijer Store 145,NLP,NLP,NLP,36,05/13/2022 12:00:00 AM
2022-05-14T08-49-14,48026,CVS Store #08091,NLP,NLP,NLP,24,05/13/2022 12:00:00 AM
2022-05-15T05-54-13,48026,Meijer Store 145,NLP,NLP,NLP,36,05/13/2022 12:00:00 AM
2022-05-15T05-54-13,48026,CVS Store #08091,NLP,NLP,NLP,24,05/13/2022 12:00:00 AM
2022-05-16T05-54-24,48026,Meijer Store 145,NLP,NLP,NLP,36,05/13/2022 12:00:00 AM
2022-05-16T05-54-24,48026,CVS Store #08091,NLP,NLP,NLP,24,05/13/2022 12:00:00 AM
2022-05-17T05-27-38,48026,Meijer Store 145,NLP,NLP,NLP,35,05/16/2022 12:00:00 AM
2022-05-17T05-27-38,48026,CVS Store #08091,NLP,NLP,NLP,24,05/13/2022 12:00:00 AM
2022-05-18T05-40-23,48026,Meijer Store 145,NLP,NLP,NLP,35,05/17/2022 12:00:00 AM
2022-05-18T05-40-23,48026,CVS Store #08091,NLP,NLP,NLP,24,05/17/2022 12:00:00 AM
2022-05-19T05-25-31,48026,CVS Store #08091,NLP,NLP,NLP,23,05/18/2022 12:00:00 AM
2022-05-19T05-25-31,48026,Meijer Store 145,NLP,NLP,NLP,35,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,48026,CVS Store #08091,NLP,NLP,NLP,23,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,48026,Meijer Store 145,NLP,NLP,NLP,35,05/18/2022 12:00:00 AM
2022-05-21T05-54-21,48026,Meijer Store 145,NLP,NLP,NLP,35,05/20/2022 12:00:00 AM
2022-05-21T05-54-21,48026,CVS Store #08091,NLP,NLP,NLP,22,05/20/2022 12:00:00 AM
2022-05-22T09-07-10,48026,Meijer Store 145,NLP,NLP,NLP,35,05/20/2022 12:00:00 AM
2022-05-22T09-07-10,48026,CVS Store #08091,NLP,NLP,NLP,22,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,48026,Meijer Store 145,NLP,NLP,NLP,35,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,48026,CVS Store #08091,NLP,NLP,NLP,22,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,48026,Meijer Store 145,NLP,NLP,NLP,35,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,48026,CVS Store #08091,NLP,NLP,NLP,22,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,48026,Meijer Store 145,NLP,NLP,NLP,35,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,48026,CVS Store #08091,NLP,NLP,NLP,22,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,48026,Meijer Store 145,NLP,NLP,NLP,35,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,48026,CVS Store #08091,NLP,NLP,NLP,22,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,48026,Meijer Store 145,NLP,NLP,NLP,35,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,48026,CVS Store #08091,NLP,NLP,NLP,22,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,48026,Meijer Store 145,NLP,NLP,NLP,35,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,48026,CVS Store #08091,NLP,NLP,NLP,22,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,48026,Meijer Store 145,NLP,NLP,NLP,35,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,48026,CVS Store #08091,NLP,NLP,NLP,22,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,48026,Meijer Store 145,NLP,NLP,NLP,35,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,48026,CVS Store #08091,NLP,NLP,NLP,22,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,48026,Meijer Store 145,NLP,NLP,NLP,35,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,48026,CVS Store #08091,NLP,NLP,NLP,22,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,48026,Meijer Store 145,NLP,NLP,NLP,35,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,48026,CVS Store #08091,NLP,NLP,NLP,22,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,48026,Meijer Store 145,NLP,NLP,NLP,35,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,48026,CVS Store #08091,NLP,NLP,NLP,22,05/20/2022 12:00:00 AM
