2022-03-16T18-51-35,32114,HALIFAX HEALTH MEDICAL CENTER,NLP,NLP,NLP,94,03/09/2022 12:00:00 AM
2022-03-18T09-58-11,32114,HALIFAX HEALTH MEDICAL CENTER,NLP,NLP,NLP,94,03/09/2022 12:00:00 AM
2022-03-18T11-03-37,32114,HALIFAX HEALTH MEDICAL CENTER,NLP,NLP,NLP,94,03/09/2022 12:00:00 AM
2022-03-18T11-17-38,32114,HALIFAX HEALTH MEDICAL CENTER,NLP,NLP,NLP,92,03/16/2022 12:00:00 AM
2022-03-18T15-22-50,32114,HALIFAX HEALTH MEDICAL CENTER,NLP,NLP,NLP,92,03/16/2022 12:00:00 AM
2022-03-19T08-15-59,32114,HALIFAX HEALTH MEDICAL CENTER,NLP,NLP,NLP,92,03/16/2022 12:00:00 AM
2022-03-19T11-58-02,32114,HALIFAX HEALTH MEDICAL CENTER,NLP,NLP,NLP,92,03/16/2022 12:00:00 AM
2022-03-20T06-05-37,32114,HALIFAX HEALTH MEDICAL CENTER,NLP,NLP,NLP,92,03/16/2022 12:00:00 AM
2022-03-21T06-11-50,32114,HALIFAX HEALTH MEDICAL CENTER,NLP,NLP,NLP,92,03/16/2022 12:00:00 AM
2022-03-21T14-18-38,32114,HALIFAX HEALTH MEDICAL CENTER,NLP,NLP,NLP,92,03/16/2022 12:00:00 AM
2022-03-21T16-35-27,32114,HALIFAX HEALTH MEDICAL CENTER,NLP,NLP,NLP,92,03/16/2022 12:00:00 AM
2022-03-22T09-16-18,32114,HALIFAX HEALTH MEDICAL CENTER,NLP,NLP,NLP,92,03/16/2022 12:00:00 AM
2022-03-23T08-41-43,32114,HALIFAX HEALTH MEDICAL CENTER,NLP,NLP,NLP,92,03/16/2022 12:00:00 AM
2022-03-24T07-49-11,32114,HALIFAX HEALTH MEDICAL CENTER,NLP,NLP,NLP,92,03/16/2022 12:00:00 AM
2022-03-24T13-46-29,32114,HALIFAX HEALTH MEDICAL CENTER,NLP,NLP,NLP,91,03/23/2022 12:00:00 AM
2022-03-25T08-10-53,32114,HALIFAX HEALTH MEDICAL CENTER,NLP,NLP,NLP,91,03/23/2022 12:00:00 AM
2022-03-26T06-57-27,32114,HALIFAX HEALTH MEDICAL CENTER,NLP,NLP,NLP,91,03/23/2022 12:00:00 AM
