2022-02-18T16-04-21,77030,CHI ST LUKES HEALTH BAYLOR MED CTR,02/14/2022 12:00:00 AM,02/16/2022 12:00:00 AM,24,,
2022-02-18T16-04-21,77030,HOUSTON METHODIST HOSPITAL TMC,02/14/2022 12:00:00 AM,02/16/2022 12:00:00 AM,204,,
2022-03-03T09-56-49,77030,CHI ST LUKES HEALTH BAYLOR MED CTR,02/21/2022 12:00:00 AM,02/23/2022 12:00:00 AM,48,,
2022-03-03T09-56-49,77030,HOUSTON METHODIST HOSPITAL TMC,02/21/2022 12:00:00 AM,02/23/2022 12:00:00 AM,408,,
2022-03-03T10-04-44,77030,HOUSTON METHODIST HOSPITAL TMC,02/21/2022 12:00:00 AM,02/23/2022 12:00:00 AM,408,,
2022-03-03T10-04-44,77030,CHI ST LUKES HEALTH BAYLOR MED CTR,02/21/2022 12:00:00 AM,02/23/2022 12:00:00 AM,48,,
2022-03-03T10-04-44,77030,MD ANDERSON PHARMACY,03/01/2022 12:00:00 AM,,36,,
2022-03-08T14-40-56,77030,HOUSTON METHODIST HOSPITAL TMC,02/21/2022 12:00:00 AM,02/23/2022 12:00:00 AM,408,,
2022-03-08T14-40-56,77030,CHI ST LUKES HEALTH BAYLOR MED CTR,02/21/2022 12:00:00 AM,02/23/2022 12:00:00 AM,48,,
2022-03-08T14-40-56,77030,MD ANDERSON PHARMACY,03/07/2022 12:00:00 AM,03/03/2022 12:00:00 AM,48,,
