2022-02-18T16-04-21,72205,CHI ST. VINCENT INFIRMARY,02/16/2022 12:00:00 AM,,30,,
2022-02-18T16-04-21,72205,UAMS,02/16/2022 12:00:00 AM,,15,0,02/17/2022 12:00:00 AM
2022-02-18T16-04-21,72205,Baptist Health Medical Center - LR,02/16/2022 12:00:00 AM,,15,,
2022-03-03T09-56-49,72205,CHI ST. VINCENT INFIRMARY,02/16/2022 12:00:00 AM,,30,30,02/22/2022 12:00:00 AM
2022-03-03T09-56-49,72205,Baptist Health Medical Center - LR,02/16/2022 12:00:00 AM,,15,15,02/28/2022 12:00:00 AM
2022-03-03T09-56-49,72205,UAMS,02/16/2022 12:00:00 AM,,15,15,02/28/2022 12:00:00 AM
2022-03-03T10-04-44,72205,CHI ST. VINCENT INFIRMARY,02/16/2022 12:00:00 AM,02/18/2022 12:00:00 AM,30,30,02/22/2022 12:00:00 AM
2022-03-03T10-04-44,72205,Baptist Health Medical Center - LR,02/16/2022 12:00:00 AM,02/18/2022 12:00:00 AM,15,15,03/02/2022 12:00:00 AM
2022-03-03T10-04-44,72205,UAMS,02/16/2022 12:00:00 AM,02/18/2022 12:00:00 AM,15,15,03/02/2022 12:00:00 AM
2022-03-08T14-40-56,72205,UAMS,02/16/2022 12:00:00 AM,02/18/2022 12:00:00 AM,15,15,03/02/2022 12:00:00 AM
2022-03-08T14-40-56,72205,Baptist Health Medical Center - LR,02/16/2022 12:00:00 AM,02/18/2022 12:00:00 AM,15,15,03/07/2022 12:00:00 AM
2022-03-08T14-40-56,72205,CHI ST. VINCENT INFIRMARY,02/16/2022 12:00:00 AM,02/18/2022 12:00:00 AM,30,30,02/22/2022 12:00:00 AM
2022-03-16T18-51-35,72205,UAMS,NLP,NLP,NLP,15,03/10/2022 12:00:00 AM
2022-03-16T18-51-35,72205,Baptist Health Medical Center - LR,NLP,NLP,NLP,15,03/11/2022 12:00:00 AM
2022-03-18T09-58-11,72205,Baptist Health Medical Center - LR,NLP,NLP,NLP,15,03/11/2022 12:00:00 AM
2022-03-18T09-58-11,72205,UAMS,NLP,NLP,NLP,15,03/10/2022 12:00:00 AM
2022-03-18T11-03-37,72205,Baptist Health Medical Center - LR,NLP,NLP,NLP,15,03/11/2022 12:00:00 AM
2022-03-18T11-03-37,72205,UAMS,NLP,NLP,NLP,15,03/10/2022 12:00:00 AM
2022-03-18T11-17-38,72205,Baptist Health Medical Center - LR,NLP,NLP,NLP,15,03/17/2022 12:00:00 AM
2022-03-18T11-17-38,72205,UAMS,NLP,NLP,NLP,15,03/16/2022 12:00:00 AM
2022-03-18T15-22-50,72205,Baptist Health Medical Center - LR,NLP,NLP,NLP,15,03/17/2022 12:00:00 AM
2022-03-18T15-22-50,72205,UAMS,NLP,NLP,NLP,15,03/16/2022 12:00:00 AM
2022-03-19T08-15-59,72205,UAMS,NLP,NLP,NLP,15,03/16/2022 12:00:00 AM
2022-03-19T08-15-59,72205,Baptist Health Medical Center - LR,NLP,NLP,NLP,15,03/18/2022 12:00:00 AM
2022-03-19T11-58-02,72205,UAMS,NLP,NLP,NLP,15,03/16/2022 12:00:00 AM
2022-03-19T11-58-02,72205,Baptist Health Medical Center - LR,NLP,NLP,NLP,15,03/18/2022 12:00:00 AM
2022-03-20T06-05-37,72205,Baptist Health Medical Center - LR,NLP,NLP,NLP,15,03/18/2022 12:00:00 AM
2022-03-20T06-05-37,72205,UAMS,NLP,NLP,NLP,15,03/16/2022 12:00:00 AM
2022-03-21T06-11-50,72205,UAMS,NLP,NLP,NLP,15,03/16/2022 12:00:00 AM
2022-03-21T06-11-50,72205,Baptist Health Medical Center - LR,NLP,NLP,NLP,15,03/18/2022 12:00:00 AM
2022-03-21T14-18-38,72205,UAMS,NLP,NLP,NLP,15,03/16/2022 12:00:00 AM
2022-03-21T14-18-38,72205,Baptist Health Medical Center - LR,NLP,NLP,NLP,15,03/18/2022 12:00:00 AM
