2022-02-04T09-14-55,59405,BENEFIS HEALTH SYSTEM,02/01/2022 12:00:00 AM,,24,,
2022-02-07T09-54-34,59405,BENEFIS HEALTH SYSTEM,02/01/2022 12:00:00 AM,,24,,
2022-02-09T09-41-46,59405,BENEFIS HEALTH SYSTEM,02/01/2022 12:00:00 AM,,24,,
2022-02-16T18-37-01,59405,BENEFIS HEALTH SYSTEM,02/01/2022 12:00:00 AM,02/08/2022 12:00:00 AM,24,24,02/16/2022 12:00:00 AM
2022-02-18T15-54-16,59405,BENEFIS HEALTH SYSTEM,02/01/2022 12:00:00 AM,02/08/2022 12:00:00 AM,24,24,02/16/2022 12:00:00 AM
2022-02-18T16-04-21,59405,BENEFIS HEALTH SYSTEM,02/01/2022 12:00:00 AM,02/08/2022 12:00:00 AM,24,24,02/16/2022 12:00:00 AM
2022-02-22T09-09-37,59405,BENEFIS HEALTH SYSTEM,02/01/2022 12:00:00 AM,02/08/2022 12:00:00 AM,24,24,02/16/2022 12:00:00 AM
2022-02-24T09-51-18,59405,BENEFIS HEALTH SYSTEM,02/01/2022 12:00:00 AM,02/08/2022 12:00:00 AM,24,24,02/16/2022 12:00:00 AM
2022-03-03T09-56-49,59405,BENEFIS HEALTH SYSTEM,02/01/2022 12:00:00 AM,02/08/2022 12:00:00 AM,24,24,02/16/2022 12:00:00 AM
2022-03-03T10-04-44,59405,BENEFIS HEALTH SYSTEM,02/01/2022 12:00:00 AM,02/08/2022 12:00:00 AM,24,24,02/16/2022 12:00:00 AM
2022-03-08T14-40-56,59405,BENEFIS HEALTH SYSTEM,02/01/2022 12:00:00 AM,02/08/2022 12:00:00 AM,24,24,02/16/2022 12:00:00 AM
