2022-01-26T07-35-52,18901,DOYLESTOWN HOSPITAL,01/19/2022 12:00:00 AM,,24,,
2022-01-27T14-49-32,18901,DOYLESTOWN HOSPITAL,01/19/2022 12:00:00 AM,,24,,
2022-01-28T09-28-02,18901,DOYLESTOWN HOSPITAL,01/19/2022 12:00:00 AM,,24,,
2022-01-28T13-55-27,18901,DOYLESTOWN HOSPITAL,01/19/2022 12:00:00 AM,,24,,
2022-01-28T14-38-48,18901,DOYLESTOWN HOSPITAL,01/19/2022 12:00:00 AM,,24,,
2022-01-28T15-43-02,18901,DOYLESTOWN HOSPITAL,01/19/2022 12:00:00 AM,,24,,
2022-01-28T17-11-19,18901,DOYLESTOWN HOSPITAL,01/19/2022 12:00:00 AM,,48,,
2022-02-01T09-23-15,18901,DOYLESTOWN HOSPITAL,01/19/2022 12:00:00 AM,01/27/2022 12:00:00 AM,48,,
2022-02-02T09-09-05,18901,DOYLESTOWN HOSPITAL,01/19/2022 12:00:00 AM,01/27/2022 12:00:00 AM,24,,
2022-02-04T09-14-55,18901,DOYLESTOWN HOSPITAL,02/02/2022 12:00:00 AM,01/27/2022 12:00:00 AM,72,,
2022-02-07T09-54-34,18901,DOYLESTOWN HOSPITAL,02/02/2022 12:00:00 AM,01/27/2022 12:00:00 AM,72,,
2022-02-09T09-41-46,18901,DOYLESTOWN HOSPITAL,02/02/2022 12:00:00 AM,02/03/2022 12:00:00 AM,72,,
