2022-01-14T15-37-26,08861,RARITAN BAY MEDICAL CENTER PERTH AM,01/12/2022 12:00:00 AM,,72,,
2022-01-19T08-05-28,08861,RARITAN BAY MEDICAL CENTER PERTH AM,01/12/2022 12:00:00 AM,,72,,
2022-01-21T18-08-01,08861,RARITAN BAY MEDICAL CENTER PERTH AM,01/12/2022 12:00:00 AM,01/19/2022 12:00:00 AM,72,,
2022-01-24T09-15-30,08861,RARITAN BAY MEDICAL CENTER PERTH AM,01/12/2022 12:00:00 AM,01/19/2022 12:00:00 AM,72,,
2022-01-25T09-23-26,08861,RARITAN BAY MEDICAL CENTER PERTH AM,01/12/2022 12:00:00 AM,01/19/2022 12:00:00 AM,144,,
2022-01-26T07-35-52,08861,RARITAN BAY MEDICAL CENTER PERTH AM,01/12/2022 12:00:00 AM,01/19/2022 12:00:00 AM,144,,
2022-01-27T14-49-32,08861,RARITAN BAY MEDICAL CENTER PERTH AM,01/12/2022 12:00:00 AM,01/19/2022 12:00:00 AM,144,,
2022-01-28T09-28-02,08861,RARITAN BAY MEDICAL CENTER PERTH AM,01/12/2022 12:00:00 AM,01/19/2022 12:00:00 AM,144,,
2022-01-28T13-55-27,08861,RARITAN BAY MEDICAL CENTER PERTH AM,01/12/2022 12:00:00 AM,01/19/2022 12:00:00 AM,144,,
2022-01-28T14-38-48,08861,RARITAN BAY MEDICAL CENTER PERTH AM,01/12/2022 12:00:00 AM,01/19/2022 12:00:00 AM,144,,
2022-01-28T15-43-02,08861,RARITAN BAY MEDICAL CENTER PERTH AM,01/12/2022 12:00:00 AM,01/19/2022 12:00:00 AM,144,,
2022-01-28T17-11-19,08861,RARITAN BAY MEDICAL CENTER PERTH AM,01/12/2022 12:00:00 AM,01/19/2022 12:00:00 AM,144,,
2022-02-01T09-23-15,08861,RARITAN BAY MEDICAL CENTER PERTH AM,01/12/2022 12:00:00 AM,01/19/2022 12:00:00 AM,144,,
2022-02-02T09-09-05,08861,RARITAN BAY MEDICAL CENTER PERTH AM,01/12/2022 12:00:00 AM,01/19/2022 12:00:00 AM,72,,
2022-02-04T09-14-55,08861,RARITAN BAY MEDICAL CENTER PERTH AM,02/03/2022 12:00:00 AM,01/19/2022 12:00:00 AM,96,,
2022-02-07T09-54-34,08861,RARITAN BAY MEDICAL CENTER PERTH AM,02/03/2022 12:00:00 AM,01/19/2022 12:00:00 AM,96,,
2022-02-09T09-41-46,08861,RARITAN BAY MEDICAL CENTER PERTH AM,02/03/2022 12:00:00 AM,01/19/2022 12:00:00 AM,96,,
