2022-02-04T09-14-55,15801,PENN HIGHLANDS DUBOIS,02/02/2022 12:00:00 AM,,24,,
2022-02-07T09-54-34,15801,PENN HIGHLANDS DUBOIS,02/02/2022 12:00:00 AM,,24,,
2022-02-09T09-41-46,15801,PENN HIGHLANDS DUBOIS,02/02/2022 12:00:00 AM,,24,,
2022-02-16T18-37-01,15801,PENN HIGHLANDS DUBOIS,02/02/2022 12:00:00 AM,02/08/2022 12:00:00 AM,24,,
2022-02-18T15-54-16,15801,PENN HIGHLANDS DUBOIS,02/02/2022 12:00:00 AM,02/08/2022 12:00:00 AM,24,,
2022-02-18T16-04-21,15801,PENN HIGHLANDS DUBOIS,02/02/2022 12:00:00 AM,02/08/2022 12:00:00 AM,24,,
2022-02-22T09-09-37,15801,PENN HIGHLANDS DUBOIS,02/02/2022 12:00:00 AM,02/08/2022 12:00:00 AM,24,,
2022-02-24T09-51-18,15801,PENN HIGHLANDS DUBOIS,02/02/2022 12:00:00 AM,02/08/2022 12:00:00 AM,24,,
2022-03-03T09-56-49,15801,PENN HIGHLANDS DUBOIS,02/02/2022 12:00:00 AM,02/08/2022 12:00:00 AM,24,,
2022-03-03T10-04-44,15801,PENN HIGHLANDS DUBOIS,02/02/2022 12:00:00 AM,02/08/2022 12:00:00 AM,24,,
2022-03-08T14-40-56,15801,PENN HIGHLANDS DUBOIS,02/02/2022 12:00:00 AM,02/08/2022 12:00:00 AM,24,,
