2022-01-26T07-35-52,74820,MERCY HOSPITAL - ADA,01/20/2022 12:00:00 AM,,48,,
2022-01-27T14-49-32,74820,MERCY HOSPITAL - ADA,01/25/2022 12:00:00 AM,,96,,
2022-01-28T09-28-02,74820,MERCY HOSPITAL - ADA,01/25/2022 12:00:00 AM,,96,,
2022-01-28T13-55-27,74820,MERCY HOSPITAL - ADA,01/25/2022 12:00:00 AM,,96,,
2022-01-28T14-38-48,74820,MERCY HOSPITAL - ADA,01/25/2022 12:00:00 AM,,96,,
2022-01-28T15-43-02,74820,MERCY HOSPITAL - ADA,01/25/2022 12:00:00 AM,,96,,
2022-01-28T17-11-19,74820,MERCY HOSPITAL - ADA,01/25/2022 12:00:00 AM,,144,,
2022-02-01T09-23-15,74820,MERCY HOSPITAL - ADA,01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,144,,
2022-02-02T09-09-05,74820,MERCY HOSPITAL - ADA,01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,96,,
2022-02-04T09-14-55,74820,MERCY HOSPITAL - ADA,02/02/2022 12:00:00 AM,01/27/2022 12:00:00 AM,144,100,02/02/2022 12:00:00 AM
2022-02-07T09-54-34,74820,MERCY HOSPITAL - ADA,02/02/2022 12:00:00 AM,01/27/2022 12:00:00 AM,144,100,02/04/2022 12:00:00 AM
2022-02-09T09-41-46,74820,ROLLING HILLS HOSPITAL,02/02/2022 12:00:00 AM,,48,,
2022-02-09T09-41-46,74820,MERCY HOSPITAL - ADA,02/02/2022 12:00:00 AM,01/27/2022 12:00:00 AM,144,99,02/08/2022 12:00:00 AM
2022-02-10T21-04-53,74820,CHICKASAW NATION MEDICAL CNTR,01/27/2022 12:00:00 AM,12/28/2021 12:00:00 AM,24,23,02/09/2022 12:00:00 AM
2022-02-10T21-04-53,74820,MERCY HOSPITAL - ADA,02/02/2022 12:00:00 AM,02/08/2022 12:00:00 AM,144,142,02/10/2022 12:00:00 AM
2022-02-14T09-23-55,74820,MERCY HOSPITAL - ADA,02/02/2022 12:00:00 AM,02/08/2022 12:00:00 AM,144,142,02/11/2022 12:00:00 AM
2022-02-14T09-23-55,74820,CHICKASAW NATION MEDICAL CNTR,02/11/2022 12:00:00 AM,12/28/2021 12:00:00 AM,24,23,02/10/2022 12:00:00 AM
2022-02-15T10-17-36,74820,MERCY HOSPITAL - ADA,02/02/2022 12:00:00 AM,02/08/2022 12:00:00 AM,144,142,02/11/2022 12:00:00 AM
2022-02-15T10-17-36,74820,CHICKASAW NATION MEDICAL CNTR,02/11/2022 12:00:00 AM,12/28/2021 12:00:00 AM,24,23,02/10/2022 12:00:00 AM
2022-02-16T08-11-48,74820,MERCY HOSPITAL - ADA,02/02/2022 12:00:00 AM,02/08/2022 12:00:00 AM,144,139,02/14/2022 12:00:00 AM
2022-02-16T08-11-48,74820,CHICKASAW NATION MEDICAL CNTR,02/11/2022 12:00:00 AM,12/28/2021 12:00:00 AM,24,23,02/10/2022 12:00:00 AM
2022-02-16T08-23-53,74820,MERCY HOSPITAL - ADA,02/02/2022 12:00:00 AM,02/08/2022 12:00:00 AM,144,139,02/14/2022 12:00:00 AM
2022-02-16T08-23-53,74820,CHICKASAW NATION MEDICAL CNTR,02/11/2022 12:00:00 AM,12/28/2021 12:00:00 AM,24,23,02/15/2022 12:00:00 AM
2022-02-16T18-37-01,74820,ROLLING HILLS HOSPITAL,02/14/2022 12:00:00 AM,02/09/2022 12:00:00 AM,96,,
2022-02-16T18-37-01,74820,MERCY HOSPITAL - ADA,02/02/2022 12:00:00 AM,02/08/2022 12:00:00 AM,144,139,02/16/2022 12:00:00 AM
2022-02-18T15-54-16,74820,MERCY HOSPITAL - ADA,02/02/2022 12:00:00 AM,02/08/2022 12:00:00 AM,144,139,02/16/2022 12:00:00 AM
2022-02-18T15-54-16,74820,ROLLING HILLS HOSPITAL,02/14/2022 12:00:00 AM,02/16/2022 12:00:00 AM,96,,
2022-02-18T16-04-21,74820,MERCY HOSPITAL - ADA,02/02/2022 12:00:00 AM,02/08/2022 12:00:00 AM,144,139,02/16/2022 12:00:00 AM
2022-02-18T16-04-21,74820,ROLLING HILLS HOSPITAL,02/14/2022 12:00:00 AM,02/16/2022 12:00:00 AM,96,,
2022-02-22T09-09-37,74820,MERCY HOSPITAL - ADA,02/02/2022 12:00:00 AM,02/08/2022 12:00:00 AM,144,139,02/16/2022 12:00:00 AM
2022-02-22T09-09-37,74820,ROLLING HILLS HOSPITAL,02/14/2022 12:00:00 AM,02/16/2022 12:00:00 AM,96,,
2022-02-24T09-51-18,74820,MERCY HOSPITAL - ADA,02/02/2022 12:00:00 AM,02/08/2022 12:00:00 AM,144,139,02/16/2022 12:00:00 AM
2022-02-24T09-51-18,74820,ROLLING HILLS HOSPITAL,02/14/2022 12:00:00 AM,02/16/2022 12:00:00 AM,96,,
2022-03-03T09-56-49,74820,CNTRL OK FMC - KONAWA,02/28/2022 12:00:00 AM,,72,,
2022-03-03T09-56-49,74820,ROLLING HILLS HOSPITAL,02/14/2022 12:00:00 AM,02/16/2022 12:00:00 AM,96,,
2022-03-03T09-56-49,74820,MERCY HOSPITAL - ADA,02/02/2022 12:00:00 AM,02/08/2022 12:00:00 AM,144,134,02/28/2022 12:00:00 AM
