2022-01-19T08-05-28,21229,SAINT AGNES HOSPITAL,01/12/2022 12:00:00 AM,,96,,
2022-01-21T18-08-01,21229,SAINT AGNES HOSPITAL,01/19/2022 12:00:00 AM,,144,,
2022-01-24T09-15-30,21229,SAINT AGNES HOSPITAL,01/19/2022 12:00:00 AM,01/20/2022 12:00:00 AM,144,96,01/21/2022 12:00:00 AM
2022-01-25T09-23-26,21229,SAINT AGNES HOSPITAL,01/19/2022 12:00:00 AM,01/20/2022 12:00:00 AM,240,96,01/24/2022 12:00:00 AM
2022-01-26T07-35-52,21229,SAINT AGNES HOSPITAL,01/19/2022 12:00:00 AM,01/20/2022 12:00:00 AM,240,141,01/25/2022 12:00:00 AM
2022-01-27T14-49-32,21229,SAINT AGNES HOSPITAL,01/19/2022 12:00:00 AM,01/25/2022 12:00:00 AM,288,140,01/26/2022 12:00:00 AM
2022-01-28T09-28-02,21229,SAINT AGNES HOSPITAL,01/26/2022 12:00:00 AM,01/25/2022 12:00:00 AM,384,134,01/27/2022 12:00:00 AM
2022-01-28T13-55-27,21229,SAINT AGNES HOSPITAL,01/26/2022 12:00:00 AM,01/25/2022 12:00:00 AM,384,134,01/27/2022 12:00:00 AM
2022-01-28T14-38-48,21229,SAINT AGNES HOSPITAL,01/26/2022 12:00:00 AM,01/25/2022 12:00:00 AM,384,134,01/27/2022 12:00:00 AM
2022-01-28T15-43-02,21229,SAINT AGNES HOSPITAL,01/26/2022 12:00:00 AM,01/25/2022 12:00:00 AM,384,134,01/27/2022 12:00:00 AM
2022-01-28T17-11-19,21229,SAINT AGNES HOSPITAL,01/26/2022 12:00:00 AM,01/25/2022 12:00:00 AM,384,228,01/28/2022 12:00:00 AM
2022-02-01T09-23-15,21229,SAINT AGNES HOSPITAL,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,480,179,01/31/2022 12:00:00 AM
2022-02-02T09-09-05,21229,SAINT AGNES HOSPITAL,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,240,173,02/01/2022 12:00:00 AM
2022-02-04T09-14-55,21229,SAINT AGNES HOSPITAL,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,240,169,02/03/2022 12:00:00 AM
2022-02-07T09-54-34,21229,SAINT AGNES HOSPITAL,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,240,169,02/03/2022 12:00:00 AM
2022-02-09T09-41-46,21229,SAINT AGNES HOSPITAL,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,240,157,02/07/2022 12:00:00 AM
2022-02-10T21-04-53,21229,SAINT AGNES HOSPITAL,02/10/2022 12:00:00 AM,01/28/2022 12:00:00 AM,240,156,02/08/2022 12:00:00 AM
2022-02-14T09-23-55,21229,SAINT AGNES HOSPITAL,02/10/2022 12:00:00 AM,01/28/2022 12:00:00 AM,312,155,02/11/2022 12:00:00 AM
2022-02-15T10-17-36,21229,SAINT AGNES HOSPITAL,02/10/2022 12:00:00 AM,01/28/2022 12:00:00 AM,312,155,02/11/2022 12:00:00 AM
2022-02-16T08-11-48,21229,SAINT AGNES HOSPITAL,02/10/2022 12:00:00 AM,01/28/2022 12:00:00 AM,312,155,02/11/2022 12:00:00 AM
2022-02-16T08-23-53,21229,SAINT AGNES HOSPITAL,02/10/2022 12:00:00 AM,01/28/2022 12:00:00 AM,312,155,02/11/2022 12:00:00 AM
2022-02-16T18-37-01,21229,SAINT AGNES HOSPITAL,02/10/2022 12:00:00 AM,02/15/2022 12:00:00 AM,312,184,02/15/2022 12:00:00 AM
2022-02-18T15-54-16,21229,SAINT AGNES HOSPITAL,02/10/2022 12:00:00 AM,02/15/2022 12:00:00 AM,312,184,02/16/2022 12:00:00 AM
2022-02-18T16-04-21,21229,SAINT AGNES HOSPITAL,02/10/2022 12:00:00 AM,02/15/2022 12:00:00 AM,312,182,02/17/2022 12:00:00 AM
2022-02-22T09-09-37,21229,SAINT AGNES HOSPITAL,02/10/2022 12:00:00 AM,02/15/2022 12:00:00 AM,312,165,02/18/2022 12:00:00 AM
2022-02-24T09-51-18,21229,SAINT AGNES HOSPITAL,02/10/2022 12:00:00 AM,02/15/2022 12:00:00 AM,312,165,02/18/2022 12:00:00 AM
2022-03-03T09-56-49,21229,SAINT AGNES HOSPITAL,02/10/2022 12:00:00 AM,02/15/2022 12:00:00 AM,312,123,02/25/2022 12:00:00 AM
2022-03-03T10-04-44,21229,SAINT AGNES HOSPITAL,02/10/2022 12:00:00 AM,02/15/2022 12:00:00 AM,312,116,03/01/2022 12:00:00 AM
2022-03-08T14-40-56,21229,SAINT AGNES HOSPITAL,03/03/2022 12:00:00 AM,03/08/2022 12:00:00 AM,816,76,03/04/2022 12:00:00 AM
