2022-01-28T09-28-02,44811,THE BELLEVUE HOSPITAL,01/26/2022 12:00:00 AM,,48,0,01/26/2022 12:00:00 AM
2022-01-28T13-55-27,44811,THE BELLEVUE HOSPITAL,01/26/2022 12:00:00 AM,,48,0,01/26/2022 12:00:00 AM
2022-01-28T14-38-48,44811,THE BELLEVUE HOSPITAL,01/26/2022 12:00:00 AM,,48,0,01/26/2022 12:00:00 AM
2022-01-28T15-43-02,44811,THE BELLEVUE HOSPITAL,01/26/2022 12:00:00 AM,,48,0,01/26/2022 12:00:00 AM
2022-01-28T17-11-19,44811,THE BELLEVUE HOSPITAL,01/26/2022 12:00:00 AM,,48,0,01/26/2022 12:00:00 AM
2022-02-01T09-23-15,44811,THE BELLEVUE HOSPITAL,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,96,48,01/31/2022 12:00:00 AM
2022-02-02T09-09-05,44811,THE BELLEVUE HOSPITAL,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,48,48,02/01/2022 12:00:00 AM
2022-02-04T09-14-55,44811,THE BELLEVUE HOSPITAL,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,48,48,02/02/2022 12:00:00 AM
2022-02-07T09-54-34,44811,THE BELLEVUE HOSPITAL,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,48,48,02/04/2022 12:00:00 AM
2022-02-09T09-41-46,44811,THE BELLEVUE HOSPITAL,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,48,48,02/07/2022 12:00:00 AM
2022-02-10T21-04-53,44811,THE BELLEVUE HOSPITAL,01/27/2022 12:00:00 AM,01/28/2022 12:00:00 AM,48,48,02/09/2022 12:00:00 AM
2022-02-14T09-23-55,44811,THE BELLEVUE HOSPITAL,01/27/2022 12:00:00 AM,01/28/2022 12:00:00 AM,48,48,02/09/2022 12:00:00 AM
2022-02-15T10-17-36,44811,THE BELLEVUE HOSPITAL,01/27/2022 12:00:00 AM,01/28/2022 12:00:00 AM,48,48,02/09/2022 12:00:00 AM
2022-02-16T08-11-48,44811,THE BELLEVUE HOSPITAL,01/27/2022 12:00:00 AM,01/28/2022 12:00:00 AM,48,48,02/09/2022 12:00:00 AM
2022-02-16T08-23-53,44811,THE BELLEVUE HOSPITAL,01/27/2022 12:00:00 AM,01/28/2022 12:00:00 AM,48,48,02/15/2022 12:00:00 AM
2022-02-16T18-37-01,44811,THE BELLEVUE HOSPITAL,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,48,48,02/15/2022 12:00:00 AM
2022-02-18T15-54-16,44811,THE BELLEVUE HOSPITAL,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,48,48,02/15/2022 12:00:00 AM
2022-02-18T16-04-21,44811,THE BELLEVUE HOSPITAL,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,48,48,02/15/2022 12:00:00 AM
2022-02-22T09-09-37,44811,THE BELLEVUE HOSPITAL,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,48,48,02/21/2022 12:00:00 AM
2022-02-24T09-51-18,44811,THE BELLEVUE HOSPITAL,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,48,48,02/21/2022 12:00:00 AM
2022-03-03T09-56-49,44811,THE BELLEVUE HOSPITAL,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,48,48,02/25/2022 12:00:00 AM
2022-03-03T10-04-44,44811,THE BELLEVUE HOSPITAL,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,48,48,02/25/2022 12:00:00 AM
2022-03-08T14-40-56,44811,THE BELLEVUE HOSPITAL,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,48,48,02/25/2022 12:00:00 AM
2022-03-16T18-51-35,44811,THE BELLEVUE HOSPITAL,NLP,NLP,NLP,48,03/11/2022 12:00:00 AM
2022-03-18T09-58-11,44811,THE BELLEVUE HOSPITAL,NLP,NLP,NLP,48,03/14/2022 12:00:00 AM
2022-03-18T11-03-37,44811,THE BELLEVUE HOSPITAL,NLP,NLP,NLP,48,03/14/2022 12:00:00 AM
2022-03-21T16-35-27,44811,THE BELLEVUE HOSPITAL,NLP,NLP,NLP,48,03/21/2022 12:00:00 AM
